Video_ID,Title,Uploader
8XFkLuFQQrw,[Mash-Up] Ai x Wasabi - B Ray x Young H feat. Masew,EvB Records
qVQBTG-2QzU,(Synthwave Disco 80s) Lệ Anh Vẫn Rơi - Sơn Tùng M-TP | Prod. by SenTfour,SenTfour
trVBo1ZJc6M,Diễm Xưa (OST Em Và Trịnh) - KIÊN (Lyrics),Universal Music Vietnam
wc9W57_klXI,PBN 85 | Mạnh Quỳnh & Hà Phương - Ngày Xuân Tái Ngộ,Thuy Nga
KTPtdky8JkU,"Thương Thì Thôi - Jank | Lofi Lyrics | Rời Bỏ Nơi Anh, Biết Em Có Vui Bên Người!!!",Bell Music
CZsFIaV-9l0,Lyrics Video | PHIÊN CHỢ ĐỜI - Mạnh Quỳnh & Trường Sang |  Nhạc và lời : Mạnh Quỳnh,MẠNH QUỲNH OFFICIAL
D8EC15L4HSg,BÔN BA (NƯỚC NGOÀI) ✈️ Phan Mạnh Quỳnh x Tăng Duy Tân x DuongK | WCAs 2023,WeChoice Awards
srhJLI-id8s,CẦN GÌ NÓI IU - Wxrdie x LIMBO - Keshi,Qu4nh
XWTT0d2hkXk,Mất Kết Nối,Cá Hồi Hoang
ZSJ00eGq_gs,Trường Vũ 2021 | Kiếp Đỏ Đen | Nhạc Vàng Trữ Tình Hay Nhất,Tình Productions
kfS6uo2n2yU,Cùng nhịp đập - Da LAB (Official MV),Da LAB Official
moEAXmvMDRE,Brayniacs - B Ray ( Masew Mix ),Masew
lKCi8pYBlTQ,Mãi Mãi - Lam Trường,ALI Studio
Mmn8GekW58o,Obito - Ước mơ của Mẹ (Interlude),Obito Official
3SP-LAn6Yyw,"Pháo Northside - NÓI DỐI ft. @HIEUTHUHAIOFFICIAL ,Tùng Sax,Megazetz (Official Audio)",Pháo Northside
n3z9mUiFk5c,THỊNH VƯỢNG VIỆT NAM SÁNG NGỜI  - CHỦ NHÂN BÀI HÁT GÂY SỐT NGÀY 2/9 TIẾT LỘ LÍ DO SÁNG TÁC BÀI HÁT,VIVA Entertainment
tX5jS64eWFI,DÒNG MÁU VIỆT NAM - ELITE TALENT ENTERTAIMENT (feat. RAM C) x ĐÀO NGUYỄN ÁNH x GEMMA NGUYỄN | M/V,Elite Talent
bXkjfc4ABFY,AMEE - SAO ANH CHƯA VỀ NHÀ (#HappyAtHome Ver.) Lyric Video,ST.319 Entertainment
hZlVwnKSsA4,HOA BAN - Trại Tình Đồng Chí | Space Jam Album Vol. 2 (Official Visualizer),SpaceSpeakers Label
OPgWw-ZumLE,Hương Lan - 7000 Đêm Góp Lại (Trầm Tử Thiêng) PBN 94,Thuy Nga
MBZYsxbQ7Vk,"VAR -  Cường Bạch, Phúc Nguyên, Lâm Anh, Duy Lân, Phi Long | Tân Binh Toàn Năng 2025",YEAH1 MUSIC
xrXyxavtu_k,NGUYỆN LÀM -  NSND Tấn Minh & Khắc Việt | MV Official,KHẮC VIỆT
chgnrnWmfT4,Mơ || Lyrics Video || - Vũ Cát Tường,Kah Music
wk7LVb5k2nw,WREN EVANS - CƠN ĐAU phiên bản 1 triệu (OFFICIAL MUSIC VIDEO),Wren Evans Official
KKI5l2tp0mw,"Da LAB, Max Benderz - GIÀ (Official Explicit Audio)",Da LAB Official
QEg-0tku9xU,Mưa Nào Mà Hông Tạnh 🌧️ AMEE x Phúc Du x WOKEUP x Trid Minh | WCAs 2023,WeChoice Awards
lPezNUN5u7c,"Anh Trai Say Hi, Sơn Tùng M-TP - Sớm Muộn Thì x Nơi Này Có Anh (Pizuh Mashup) [LYRIC VIDEO]",Pizuh
G99byTDImnk,Hồn Quê | Dương Hồng Loan,POPS MUSIC
7PH4PalhtQs,"THOÁT RA KHỎI EM - RIO, Phúc Du, Thái Ngân, Jey B | Anh Trai ""Say Hi"" 2025 [Performance]",Vie Channel - MUSIC
WYJNSeMyiuw,HƠN NGÀN MÙA XUÂN | ISAAC | MV VISUALIZER,Isaac Official
5Xn0GUbUEd0,"KẺ HAI LỜI - buitruonglinh, BigDaddy, Phúc Du, Đỗ Nam Sơn, Vương Bình |Anh Trai Say Hi [Performance]",Vie Channel - MUSIC
327_OFjUOfo,Lễ Đường (Dreamland Version) - KAI ĐINH | OFFICIAL MV,Kai Dinh Official
c6EBuAUfNHU,Giấc Mơ Có Thật,Lệ Quyên
7VtoVcuFvNo,(Synthwave Disco 80s) Cơn Mưa Ngang Qua - Sơn Tùng M-TP | Prod. by SenTfour,SenTfour
eoXczcqhbJg,Lyrics Video | Kiếp Tằm - Phi Nhung,Phi Nhung
K7j98blbPY8,Xuân Đã Về - Dương Hồng Loan |#NhacXuan #DuongHongLoan #Xuandave Mv Xuân 2022  [MV OFFICIAL],Dương Hồng Loan Official {Kim Minh}
ZtcqGvanNtU,Giận Hờn 2 - Lê Sang (MV),Zing MP3
z9suWfel46w,"NGÀY NÀY, NGƯỜI CON GÁI NÀY - VŨ CÁT TƯỜNG | AFTER PARTY",Vũ Cát Tường (VCT)
lXaWZixrTwg,[Official MV] She Neva Knows - JustaTee,NÔ Channel
9KEsnJDP5XI,[Official MV] Sống Bên Khoảng Lặng - Karik,uguyz sói
GQGJsIzeAQI,Viết Từ Kbc - Trường Vũ (Tác giả: Lê Minh Bằng) | Nhạc Vàng Xưa Để Đời,Giang Tử
fRGav42fY2o,Đường Bốn Mùa Xuân - Song Ca Anh Thơ Trọng Tấn,Trọng Tấn Official
rLL4J_nZQJU,Đen - Bài Này Chill Phết (dongvui harmony),Đen Vâu Official
aKy-N30n1n0,Anh khóc khi anh nhận ra nước mắt rơi vì lúc buồn... | Hóa Tương Tư - Anh Rồng | 【Gấu Music】,【Gấu Music】
AAoRXmop6BE,Trường Vũ 2025 | Yêu Người Chung Vách | Nhạc Vàng Trữ Tình Hay Nhất,Tình Productions
oq480SpOtXo,Wxrdie - GIA TÀI (ft. BABY $MOKE) [prod. by Phongkhin],Wxrdie
QehOVBitnxI,PHẬN HỒNG NHAN || Ca khúc nhạc phim cuối cùng của Phi Nhung,SCTV14 - Kênh Phim Việt Official
nM5KfGltl8g,ĐI VỀ THÔI - KHOI VU & BÙI DUY NGỌC | ANIMATION MV,Khoi Vu Official
Ek6n0U3zCrY,"CÔ GÁI ĐẾN TỪ HÔM QUA - NGỌC ÁNH,THÚY HIỀN,ÁI PHƯƠNG,MAITINHVI,ĐỒNG ÁNH QUỲNH | CHỊ ĐẸP ĐẠP GIÓ 2024",YEAH1 MUSIC
AU6Pxb8ghKI,"YÊU 5 - TEAM KAY TRẦN | VĂN PHONG, MINH HIẾU, MINH TÂN, PHÚC NGUYÊN, HỮU SƠN, THANH HIỂN, VĂN KHANG",YEAH1 MUSIC
mK0fndAwTlQ,ERIK - ‘là mây trên bầu trời của ai đó’ | Official MV | Side Seeing The Movie OST,ERIK Official
4fMkP1izOag,SPACEBOYS - DREAM OF A LONELY MAN [ OFFICIAL MV ],SpaceSpeakers Label
Kh7W_bPsO9E,LK Cha Cha Cha 'huyền thoại' Chén Đắng - Đàm Vĩnh Hưng ngẫu hứng mời Hồng Ngọc góp giọng,Đàm Vĩnh Hưng
FrZoOuQ6nhk,Đông Nhi - Vì Em Quá Yêu Anh ( Audio ),ĐÔNG NHI
LxMvR9i-MiE,HÀ NHI | Mashup HONG KONG 1 x LỜI TẠM BIỆT CHƯA NÓI | Đâu ai biết lần gặp hôm đó là lần cuối cùng,Hà Nhi Official
bj1q4v0sb3E,DUYÊN ÂM - BẠCH CÔNG KHANH | Official OST Âm Dương Lộ - Phim đang chiếu tại rạp,Bạch Công Khanh Official
j3kpHVMEpv0,Mưa hồng (Trịnh Công Sơn) - Hồng Nhung (1994),Manh Hai HN
8g5Lvs8UThQ,"[ Lyrics ] Track 06 – Tyronee, VSTRA, Obito",jamie4u
OFC5UzRG3F0,Tăng Duy Tân - Đi Ngủ ft.2pillz | Album Khu Vườn Tình - Track 10,Tăng Duy Tân
Pi1IJMEIvSw,TRÊN ĐỒNG LÚA VÀNG - QUÁCH THÀNH DANH & DƯƠNG HỒNG LOAN | Song Ca Nam Nữ Trữ Tình Quê Hương,Quách Thành Danh Official
lcl82FChVI4,Wxrdie - PRAY FOR (ft. KayC) [prod. by Machiot],Wxrdie
33mkYZOMwss,"🌹VAN SON San Jose, CA - Chuyện Tình La Lan -  Phi Nhung",Van Son Music
vtExejpgiT0,"Wxrdie - THÍC QÉ [prod. by Marlykid, Phongkhin]",Wxrdie
8Xl8eAOjfL0,Giữa Hoà Bình | Anh Tú x LyLy | Official Lyrics Video,LyLy Official 
RuoCfaCgKO4,PHƯƠNG MỸ CHI - HẸN EM KIẾP SAU (Official Music Video) | CHI?,Phương Mỹ Chi
KjGGMYbFnuo,"SEPTEMBER FLOWER - KIỀU ANH, MINH TUYẾT,GIL LÊ,MAITINHVI,XUÂN NGHI |Công Diễn 2-CHỊ ĐẸP ĐẠP GIÓ 2024",YEAH1 MUSIC
hv-Nxk9M76Q,ERIK x ORANGE - 'Chỉ cần bên anh (Will you marry me?)' | Official MV | Special Single,ERIK Official
iWet4v0Jzf8,Đừng Ví Em Là Biển - Anh Thơ [Official HD],Anh Thơ Official
Fj9_62m4d1k,Ngày Mùa - Hồng Nhung [Official MV HD],Nhạc Hay Việt Nam
HV0k_TOheg0,Phương Mỹ Chi - Mùa Xuân Trên Thành Phố Hồ Chí Minh | Official Visualizer,Phương Mỹ Chi
IZE6jGmLIsM,Phải Chi Lúc Trước Anh Sai | ISAAC x MR. SIRO | Hát Cho Em 3,Isaac Official
nF8fcOe_NtQ,TRỞ VỀ DÒNG SÔNG TUỔI THƠ - Bùi Thúy | Ca khúc dân ca quê hương NGỌT LỊM TIM [MV],Ca Sĩ Bùi Thúy
lkHFEd2P_zo,"LALA TRẦN - ĐIỆP KHÚC CHIA TAY ft. @DICKSONNGUYEN (Official MV) | Nhớ dẫu nhớ, quên đành quên,...",LaLa Trần Official
v0Y-XvO-lyU,"Trái đất bao la rộng lớn chỉ người ta là không lớn I Rồi Mình Sẽ Gặp Nhau (Hoàng Duyên, Han Sara)",Universal Music Vietnam
al_bsrlFkdI,ĐỦ NẮNG HOA SẼ NỞ | Văn Mai Hương x (S)TRONG Trọng Hiếu x Phùng Khánh Linh | Album WeChoice 2025,WeChoice Awards
uEvDSQ1SHlo,Đẳng cấp khác biệt của LỆ QUYÊN sau 20 năm khi tái hiện ca khúc HÃY TRẢ LỜI EM #PhongTraKhongTen,Phòng Trà Không Tên
TFvl5UAqxC8,BẮT CÓC CON TIM  - The Flob ft. CHIN | OFFICIAL LYRICS VIDEO,The Flob
VmWbSPPQfTw,Yêu 5 - Rhymastic | Nhạc Hot TikTok | Lyrics Video,Vietsub Mỗi Ngày
cZMIIDa7GH8,Vùng Lá Me Bay | Lưu Chí Vỹ ft Dương Hồng Loan,Lưu Chí Vỹ Official
eI2Z4WrxkQ8,ERIK hóa 'ông chú biết hót' gây xôn xao cả phố đi bộ,ERIK Official
5fXw6ccVadE,Wxrdie - MẤY ĐỨA NHÓC [prod. by Marlykid],Wxrdie
jpYbJAHioSo,Bờ Mộng Mị - Linh Cáo (Official MV),Da LAB Official
XxBspY_dn5A,PHƯƠNG MỸ CHI - HỒN TRINH NỮ (Version Lofi) | BOLERO LÂU-PHAI SERIES,Phương Mỹ Chi
0bJotlEcZ5c,EM ĐI TRÊN CỎ NON   DƯƠNG HỒNG LOAN   YouTube,Phuc Huynh
NA5tvupKd6k,Wxrdie - ĐẾN THĂM ANH ĐI [prod. by 2pillz],Wxrdie
3NiS1UMJO6w,Mat trai cua su that - Nhom HKT[Official],NhomHKTSacViet
S3A0EmBZVTE,Thương Nhau Nhé - Official Audio | Thùy Chi x Đức Phúc,ĐỨC PHÚC OFFICIAL
i7ZyZHIY2Jw,dự báo thời tiết hôm nay mưa,GREY D
PUXfZdNTQQo,"Tăng Duy Tân - Ikigai ft. Bích Phương, 2pillz | Album Khu Vườn Tình - Track 7",Tăng Duy Tân
-R58YHSzPvQ,BỞI VÌ ANH YÊU EM - ANH TÀI PHAN ĐINH TÙNG | TIẾT MỤC SOLO ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024,YEAH1 MUSIC
Sloc_2lTkuo,Tăng Duy Tân - Đêm Mang Nỗi Nhớ Đi Đâu ft. Drum7 | Album Khu Vườn Tình - Track 9,Tăng Duy Tân
2eiRAp_PuAg,K-ICM - JACK - CHẤN QUỐC | SÓNG GIÓ |,Chấn Quốc Official
P4XGm9KPqiQ,Quê hương em mùa nước lũ - Hương lan,Dương Ngọc Thái Official
hZyZGSfVJVI,NỐI LẠI TÌNH XƯA - Sáng tác: Ngân Giang - Vinh Sử | TUYỆT PHẨM TRỮ TÌNH XƯA & NAY 2 | CẨM LY,CẨM LY OFFICIAL
yqknzsyxnuw,Trường Vũ - Mùa Xuân Trong Thư Em,Hải Ngoại Bolero
MgepsNOFwjg,Mỹ Tâm - TÌNH EM CÒN MÃI | Official Music Video,RANG DONG Shows
w8wdWx0B9TU,Trúc Nhân - KHÔNG RA GÌ ft Mew Amazing Acoustic Version (hát chơi với mấy anh em),Trúc Nhân
_9MfKPS3Hu4,Rồi Một Ngày Mình Nói Về Tình Yêu - Hồ Ngọc Hà & Kim Lý (Special Gift),Ho Ngoc Ha's Official Channel
TM8ufx3zzv8,EM MONG ANH VỀ NHÀ - Đông Thiên Đức - Nhạc phim ĐÈN ÂM HỒN - Đạo diễn Hoàng Nam,Challenge Me - Hãy Thách Thức Tôi
sN9xBvkxyQk,"Một Bước Yêu, Vạn Dặm Đau | ISAAC x MR. SIRO | Hát Cho Em 3 | Official MV",Isaac Official
8C8YW6ssMf0,Có Chàng Trai Viết Lên Cây - Phan Mạnh Quỳnh | Official Music Video | Mây Saigon,Mây Saigon Official 
Df3mJOn4BkM,GƯƠNG VỠ LÀM LÀNH - TÂN BINH THĂNG CẤP | Tiết Mục Công Diễn 3 | TÂN BINH TOÀN NĂNG 2025,YEAH1 MUSIC
9pl1FJwEMA4,[Audio] 1. Kiếp Lữ Hành -  Lam Trường,Lam Truong's Official Channel
aTCNqaWreu4,BMAGER - Khoi Vu (Official Lyrics Video),Khoi Vu Official
Rm5tvIXC4PA,PHƯƠNG MỸ CHI - ẾCH NGOÀI ĐÁY GIẾNG (Color Coded Lyrics) | kanji,kanji
EohivzpYMpQ,LƯƠNG BÍCH HỮU - EM CHỌN CÔ ĐƠN (MV OFFICIAL),Zing MP3
pKdXudRANjY,VƯƠNG BÌNH x GREY D - Cho phép tôi mời anh một ly | performance video,ST.319 Entertainment
FmkLJeCO7FU,Vẫn Như Ngày Đầu - Đàm Vĩnh Hưng [Official],Đàm Vĩnh Hưng
o40VQ5TLSAA,Chợt nhớ về anh - Hồ Ngọc Hà ( OFFICIAL Audio ),1989s Entertainment
rMD0VQxUJEg,Yêu Hết Lòng Có Được Chân Thành - Thu Thủy (Official MV),Zing MP3
Wb75HgH7ycM,KIÊN - diễm xưa (GEN Z VÀ TRỊNH - lấy cảm hứng từ Trịnh Công Sơn & Em Và Trịnh),Universal Music Vietnam
mfQrIMsE-xk,"Nàng Sơn Ca, Bập bùng lửa khuya trong màn đêm núi rừng | Hương Ly, GIỌNG HÁT VANG NÚI RỪNG | 4K",Hương Ly Sao Mai Official
3BN5mtPwivg,🟠 TUẤN NGỌC • CÓ LẼ VÌ (Minh Đức) | Minh Duc Vu Official,Minh Duc Vu Official
Ze5389kkvk8,Thu Trong Phòng Ngủ - Right ft. RPT JasonDilla & Wxrdie [Prod. by Hipz],Wxrdie
rSP6825fc_s,Mưa Hồng (OST Em Và Trịnh) - Bùi Lan Hương (Official Lyrics Video),Universal Music Vietnam
Hvh6Epo0LB0,BÊN NHAU CẢ ĐỜI - BẢO TRÂN ĐẶNG x DANHKA | OFFICIAL MUSIC VIDEO | Rồi em sẽ cứ ôm anh hoài...,Bảo Trân Đặng Official
3Q0wsxIHsKE,Được không? - Binz ft. Châu Bùi,Binz Da Poet
79zgVz568oY,"NGƯỜI LẠ ƠI - S.T SƠN THẠCH , BB Trần, (S)TRONG TRỌNG HIẾU, THANH DUY, NEKO LÊ | SHOW ANH TRAI 2024",YEAH1 MUSIC
zKz18BCOjeE,ĐI GIỮA TRỜI RỰC RỠ - Chị Đẹp MIE (Sân Khấu Solo) Công Diễn 5 | CHỊ ĐẸP ĐẠP GIÓ 2024,YEAH1 MUSIC
DBDCn5CVisc,Dòng Sông Và Tiếng Hát - Anh Thơ [Audio],Anh Thơ Official
ukNzteCTrSk,Reeves (feat. Manbo & HIEUTHUHAI),KNG - Topic
8QgVPA-g_Vg,"Gác Lại Âu Lo - Da LAB x Miu Lê x Bell「Lofi Ver」/ ""cùng anh bước trên con đường...""",Bell Music
-sp5rar2HHk,Trường Vũ - Thư Xuân Ba Viết Cho Con (ASIA 38),Asia Entertainment Official
qrTbqK2hnG0,Lê Hiếu - Có Những Khi Một Mình,Nam Giáp
vwM2DcWrR_o,[ver.2020] LỜI TÌNH GIÓ MÂY - CẨM LY & THIỆN NHÂN | Sáng tác: Minh Vy,CẨM LY OFFICIAL
KOJaoCWJ7AE,PBN 76 | Hương Lan - Gác Nhỏ Đêm Xuân,Thuy Nga
GEl-KHEJXC0,"CALL ME - TEAM SOOBIN | PHI LONG, TRUNG ANH, GIA KHIÊM, HỒNG CƯỜNG, DUY LÂN, LÂM ANH, VĂN LIÊM",YEAH1 MUSIC
CNBbfuxSnn0,Valentine Chờ (Lyrics) | Noo Phước Thịnh | Album Valentine cô đơn...,lonn
JX5VVQLiNaA,Dẫu Có Lỗi Lầm - Vũ & Lê Hiếu & Lân Nhã | Official Music Video | Sân Khấu Mây Sài Gòn,Mây Saigon Official 
JwPNEaCgzYY,Cảm Ơn - Trường Vũ (ASIA 39),Asia Entertainment Official
heP0id2g64U,xuân hạ thu đông rồi lại xuân (ft. TDK) - AMEE | official lyric video,ST.319 Entertainment
ckKUas0VQg4,See Tình - Hoàng Thùy Linh x Zeaplee「Lofi Version by 1 9 6 7」/ Audio Lyrics Video,1 9 6 7
tIqSqWFxCLY,Trót yêu anh rồi | A Gift from Thanh Hà,Thanh Ha's Closet
BhhFOfRaCkU,Vĩnh Thuyên Kim - Teen Vọng Cổ (Official MV),PDL Music
kVT3fFO00p4,"Lá Thư Tiền Tuyến - Trường Vũ (Tác giả: Nguyên Thảo, Thanh Phương) | Nhạc Vàng Xưa Bất Hủ",Giang Tử
6GwuvzRGSCA,Thanh Hà | Sa Mạc Tình Yêu | Thúy Nga Music Box #7,Thuy Nga
9rNMrUJzU6c,Cá Hồi Hoang - Cuộc Đời Còn Bao Nhiêu Điều Mình Sẽ Mãi Chưa Làm?,Cá Hồi Hoang
_fsdiAdGYZ0,Lặng Thầm Một Tình Yêu - Hồ Ngọc Hà | Đêm Nhạc Love Songs,Ho Ngoc Ha's Official Channel
1yTzDjblVTo,Quang Lê - Những Đồi Hoa Sim | Official Music Video,Quang Lê Official
rnn5yTLeddI,"SAU NGẦN ẤY NĂM (acoustic) - LyLy X Hà Nhi | Em sẽ lại yêu, yêu như lần đầu yêu",LyLy Official 
5vu4qe64OUI,Mình Ơi ( Minh Vy - Paris By Night 92) - Cẩm Ly,EricNguyen
S7OR8swYFR8,O GIỜ - DREAM MAN OST | Lyrics Video,CGV Cinemas Vietnam
goy_qUjfW4c,Xin Em Đừng Khóc Vu Quy - Phi Thanh (4K MV),Giọng Ca Để Đời
HXlVeGNmdUg,Trúc Nhân - Đông - Lyric video official,Trúc Nhân
9k56Yn43KSs,MỸ TÂM - THE LIGHT (OST NGƯỜI GIỮ THỜI GIAN),My Tam
DU1XBwLig-E,Tình Lỡ Cách Xa - Mỹ Tâm | MV Lyrics,Nhạc Hay Việt Nam
DEx3BSSY5i8,Bài Mới Của Jack J97- Lào Công Tử cực hay,Jack J97
teDC7hf2oe4,ĐÔNG NHI - NHẤT QUỶ NHÌ MA | OFFICIAL MUSIC VIDEO,ĐÔNG NHI
n2-WGyZLeuk,Hoa Vàng Trên Cỏ Xanh - Tam Hổ,Zing MP3
URTAA4-R1uo,Yêu Dân Tộc Việt Nam - Hana Nguyễn | Nhạc Trữ Tình Hay Nhất (MV HD),Liveshow Ca Nhạc
fMjw2jfuj1A,Yêu Phải Như Vậy,Noo Phước Thịnh
kVodPHoQ8qM,MONSTAR - #BABYBABY | Official Audio,ST.319 Entertainment
92jY8DTkSp8,(Noo's Chill Night 3 - Hương Ngọc Lan) Noo Phước Thịnh thăng hoa cùng Diva Mỹ Linh,Noo Phước Thịnh
ApWyRmTAgGg,Đường Về Thanh Hóa - Anh Thơ,Anh Thơ Official
icUsMbLkj7Y,LyLy - 24H (Moving on version) | Official MV,LyLy Official 
jAgsyC-kKls,CHIẾC KHĂN PIÊU | Dương Hoàng Yến x Masew | Official Music Video,Duong Hoang Yen
Q0aAfm79FGU,MIN - TRÊN TÌNH BẠN DƯỚI TÌNH YÊU (OFFICIAL AUDIO),MIN OFFICIAL
PoXMIFDVFyg,P16 Ánh sáng của đời tôi - Lam Trường,Lam Truong's Official Channel
ChQjwrHpoyg,TRỐNG VẮNG - ANH TÀI ĐỖ HOÀNG HIỆP | TIẾT MỤC SOLO ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024,YEAH1 MUSIC
XxHxpyH1Xc8,Hoàng Thuỳ Linh & Wren Evans - Bắt Vía,Hoàng Thùy Linh
cyYdBF0ihi8,PARISMATOE,Wxrdie
s7MPlS0AqY4,[OFFICIAL MV] Tình là nhớ - Lam Trường & Yến Phương (Wedding version),Lam Truong's Official Channel
nigc-NOAeqA,Anh Vẫn Thấy - Trọng Hiếu (Official MV),Zing MP3
shoGmDDM5OU,ÚM BA LA - TÂN BINH THĂNG CẤP | Tiết Mục Công Diễn 4 | TÂN BINH TOÀN NĂNG 2025,YEAH1 MUSIC
kJHYmhac2mc,Còn Tuổi Nào Cho Em (OST Em Và Trịnh) - Bùi Lan Hương (Official Lyrics Video),Universal Music Vietnam
MnIjjwmYQdY,CHÀO EM CÔ GÁI LAM HỒNG - VĂN MẪN | Acoustic Version (4K),Văn Mẫn
A0jFVA6ySEE,🌹VAN SON Taiwan * Trường Vũ Vua Nhạc Nghèo | Liên Khúc Mùa Thu Lá Bay,Van Son Music
2EKJpfmQ88A,"Chồng Ấn Độ của Võ Hạ Trâm không phải dạng vừa: Bề ngoài là CEO giàu có, về nhà yêu chiều vợ con",YAN News
OmeQLOHAswk,[Phim ngắn] Khi Mẹ Già Đi | Phim cảm động rơi nước mắt | TBR Media x BÒ TƠ QUÁN MỘC,TBR Entertainment
sMcOiIMfctk,Một Ngày Mùa Đông - Thanh Hà x Dương Edward | Our Song Việt Nam [Performance],Dong Tay Shows
pggldxrf0Jc,VĂN MAI HƯƠNG - TÌNH LÃNG PHÍ - OFFICIAL LYRICS VIDEO,VĂN MAI HƯƠNG OFFICIAL
h-Roa5zuR7A,Trường Vũ - Chuyện Ngày Cuối Năm (Song Ngọc) PBN 80,Thuy Nga
WkTLcdC0BtQ,Phận Gái Lỡ Làng (Nhựt Phương) - Dương Hồng Loan,Dương Hồng Loan Official {Kim Minh}
RVEADglCTwY,[Audio] 2. Mãi Mãi  -Lam Trường,Lam Truong's Official Channel
aoq96tI7SCg,PHƯƠNG MỸ CHI - NỖI BUỒN GÁC TRỌ (Version Lofi) | BOLERO LÂU-PHAI SERIES,Phương Mỹ Chi
spIUtEU2btY,Chi Pu | Fighting Fighting - Wake Up OST | Viral Fest Asia 2016 in Bali Indonesia,Chi Pu Official
b56j7WvwaYM,Từng Ngày Yêu Em - buitruonglinh | HÀNH TRÌNH THANH ÂM,ZLAB Studio
2Dz6z3Mt7O0,Đêm Tiền Đồn - Ca Sĩ Trường Vũ,BOLERO MUSIC
HEi66NFztSM,"Trúc Nhân ""lên đồng"" hát ĐÔNG khiến khán giả vỡ oà",Trúc Nhân
Wx6KmW7ubXU,Em Về Kẻo Trời Mưa - Cẩm Ly [Official],POPS MUSIC
i_DGh1EYSg4,TẾT QUÊ MÌNH - Sáng tác: Minh Vy | TUYỆT PHẨM TRỮ TÌNH XƯA & NAY 2 | CẨM LY,CẨM LY OFFICIAL
KO-5G4Ends4,ĐÔNG NHI - SAU MỖI GIẤC MƠ | OFFICIAL MUSIC VIDEO,ĐÔNG NHI
c8qRXTEWUEM,Lá Thư Của Gió - Jack - J97 x Quanvrox「Lofi Ver.」 / Official Lyrics Video,Quanvrox Music
DB1n7sRxspU,CHẠM TỚI GIẤC MƠ PHẦN 2 | SƠN TÙNG M-TP | COMING SOON,Sơn Tùng M-TP Official
2jirR7ICmkU,JUKY SAN - tuổi đá buồn (GEN Z VÀ TRỊNH - lấy cảm hứng từ Trịnh Công Sơn & Em và Trịnh),Universal Music Vietnam
pTLSO242JVE,Boom Boom | Đông Nhi ft. Mei | Official Lyric Video,YEAH1 MUSIC
AwNc5GLGb-4,[Official Music Video] Đi Qua Quá Khứ-Soobin Hoàng Sơn,YOUNG MUSIC
ONWCHVjFgv0,"VƯỜN ĐỊA ĐÀNG x THIÊN ĐƯỜNG - MỸ LINH, PHƯƠNG VY, LYNK LEE, TRANG PHÁP | Công Diễn 4 - CDDG 2024",YEAH1 MUSIC
8UCXpSe0eCA,Tình Yêu Giữa Mùa Đông,Phan Mạnh Quỳnh Official
lYrwzcJxO-o,Thở (Lofi Ver.) - Da LAB x Juky San x Freak D,Freak D Music
F5Rz_g7SPPw,"BINZ - MEN CRY (ft. GONZO, NOMOVODKA) | OFFICIAL LYRICS VIDEO",Binz Da Poet
XyPy4AWa9J0,Ngọt - Kho báu,Ngọt
SBvozeqGQh8,PHƯƠNG MỸ CHI - LẺ BÓNG (Version Lofi) | BOLERO LÂU-PHAI SERIES,Phương Mỹ Chi
RbqP28jG6XI,DANHKA | XUÂN VU QUY (REMAKE CHACHACHA) OFFICIAL MUSIC VIDEO | NHẠC TẾT 2024 | Này bánh chưng xanh,DanhKa Official
Ybv9TfmAhP8,Chi Pu | CHO TA GẦN HƠN (I'm In Love) - Acoustic Ver. M/V (치푸),Chi Pu Official
QtQTSTScvfU,"Thương nhớ Tam Quan | Hà Phương, Minh Tuyết, Cẩm Ly và nhạc sĩ Trần Quang Hiển",Ha Phuong Official 
gdLZJ55bGCk,HIEUTHUHAI x THETUMEYMTU - OISHI | OFFICIAL MUSIC VIDEO | YEAH1 UNLIMITED,YEAH1 MUSIC
91BiBOI6xpE,Một Mình Chẳng Sao - Ngân Ngân x Khánh Cường (MV Official),Ngân Ngân Official
F9JAvaVfUN4,"HERMOSA - Sơn.K cực quyến rũ cùng BUITRUONGLINH, CONGB, Mason Nguyễn, Tez  | Anh Trai ""Say Hi"" 2025",Sơn.K
HKZVSQgQyjQ,Ngại Gì Khác Biệt - Soobin Hoàng Sơn |  Official Lyrics Video,SOOBIN Official
b84Qxyag3Ws,Vì Em Là Con Gái - Cẩm Ly [Official],POPS MUSIC
XRVcqImtnno,Từng Quen x Có Em Chờ (Jersey Drill Mix) - Wren Evans x MIN x Mr.A,AMaj7ing
ekXECfaLy_U,Biết Yêu Khi Nào - Cẩm Ly [Official],POPS MUSIC
TrYZaHzanVY,Và Tôi Cũng Yêu Em - Lê Hiếu「Official Lyric Video」,Lê Hiếu
exaadizMX9Y,|AMV| Kỵ Sĩ Và Ánh Sao - ĐÔNG NHI x DTAP,AMV Anime
r3WCZaIq7QI,Quang Lê & Ngọc Phụng - Người Tình La Lan | St: Hàn Châu | Official MV,Quang Lê Official
-4jird32CnE,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN | LYRICS VIDEO,Baroq-lowkey
vHXXvtEEiKY,"ĐẮM CHÌM - Vũ Cát Tường, HUSTLANG Robber, Ryn Lee, Thái Ngân, Jey B | Anh Trai Say Hi [Performance]",Vie Channel - MUSIC
